organizationName,organizationNames,description,location,startsOn,endsOn,categoryNames
GenCLEO@UCF,[],"<p>&nbsp;</p>
<div>
<div class=""DescriptionText"">
<p>🍕✨Learn about local politics with GenCLEO Action!✨🍕<br /><br />Join GenCLEO Action at Nona's Urban Pizza on Monday, October 20th, from 5:00 pm to 6:30 pm to help prepare yourself for the upcoming local elections, and learn a bit about Orlando politics! Find out how your vote can actually make a difference, and get some <em><strong>FREE FOOD</strong></em> while you are at it!<br />&nbsp;<br /><br />Join our Discord to keep in touch for future events! <a href=""https://discord.gg/Us8HyFDZg7"">https://discord.gg/Us8HyFDZg7</a></p>
<div class=""_2UyCZQ vkN2Cw Mb8E_A e1_zQg"" lang=""en"">
<p class=""_28USrA GEC0sA XN6uKA"">&nbsp;</p>
</div>
</div>
</div>
<div>&nbsp;</div>",Nona's Urban Pizza,2025-10-20 21:00:00+00:00,2025-10-20 22:30:00+00:00,[]
Knight-Thon,[],"<p>Join us for a sneak peek of Knight-Thon's Main Event! Get ready for interactive games, color wars and to meet some of our miracle families!&nbsp;</p>",Cape Florida Ballroom ,2025-10-20 22:00:00+00:00,2025-10-21 00:00:00+00:00,[]
Korean Culture Club,[],<p>Want to learn the basics of Korean? Need help with Korean homework? Or just need a refresher in the language? Join KCC's first Korean language workshop of the 2025-2026 school year with guest speaker Professor Jin-sung Yang!</p>,Nicholson School of Communication Room 0116,2025-10-20 23:30:00+00:00,2025-10-21 00:30:00+00:00,[]
Health Awareness and Prevention Society,[],"<p data-start=""101"" data-end=""441"">Take a break from midterm madness and join us for a fun, festive evening of haunted gingerbread house decorating! This event is the perfect way to relax, get creative, and celebrate the spooky season with friends. All materials will be provided, just bring your imagination (and maybe a little Halloween spirit)!</p>
<p data-start=""443"" data-end=""580"">Be sure to bring your friends and have them RSVP on Knight Connect&nbsp;as well, so we can save your spot and have enough materials. We can&rsquo;t wait to see you there! 🎃</p>",UCF Classroom Building I Room 119,2025-10-20 23:30:00+00:00,2025-10-21 00:30:00+00:00,[]
Knights of the Round Table,"['Knights of the Round Table', 'Campus Activities Board', 'Late Knights']","<p data-start=""183"" data-end=""560""><strong data-start=""186"" data-end=""211"">Trick or Tabling 2025</strong>&nbsp;<br data-start=""214"" data-end=""217"" />Join us for a spooktacular evening of fun, treats, and campus spirit at <strong data-start=""289"" data-end=""329"">KoRT&rsquo;s annual Trick or Tabling event</strong>! Student organizations from across UCF will host themed tables filled with candy, games, and creative activities. Come dressed in your best costume, connect with fellow Knights, and enjoy a night of festive community engagement. You&rsquo;ll have the chance to visit up to 40 tables hosted by campus organizations and community agencies, each offering candy and fun activities! Come dressed in your best costume to enter our costume contest for a chance to win the grand prize: LEGOs!</p>
<p data-start=""562"" data-end=""692""><strong data-start=""565"" data-end=""574"">Date:</strong> October 20th, 7-10pm<br data-start=""588"" data-end=""591"" /><strong data-start=""594"" data-end=""607"">Location:</strong>&nbsp;Student Union South Patio&nbsp;<br data-start=""625"" data-end=""628"" /><strong data-start=""631"" data-end=""646"">Highlights:</strong>&nbsp;40+ RSOs and Agencies to visit, Free Candy, Costume Contest with Prizes, Free Food and Drinks</p>
<p data-start=""694"" data-end=""828"">Don&rsquo;t miss out on this Halloween tradition where Knights come together to celebrate, showcase creativity, and make lasting memories!</p>",UCF Student Union South Patio,2025-10-20 23:00:00+00:00,2025-10-21 02:00:00+00:00,[]
UCF Arboretum,[],<p>Join the Natural Resources team in an invasive plant removal shift! We will meet at Lake Claire where we will be removing invasive plants impacting the Lake Claire and surrounding areas. Closed toed shoes are required. Long pants are preferred as we will be walking through vegetation!!</p>,Lake Claire Pavilion,2025-10-21 13:00:00+00:00,2025-10-21 15:00:00+00:00,[]
Wesley at UCF,[],"<p>Join us for a space where college students can explore important topics that college may not necessarily teach. Each topic is thoughtfully curated to help students navigate the challenges of college life and prepare for life after graduation.</p>
<p><br />Brunch and Learn is inspired by the King Center&rsquo;s&nbsp;<em data-stringify-type=""italic"">Lunch and Learn</em>&nbsp;series and its focus on gathering information and educating ourselves. It is also shaped by the United Methodist emphasis on being a faith of both heart and mind.</p>
<p>&nbsp;</p>
<p>While you learn valuable lessons, enjoy a free brunch on us.</p>
<ul>
<li aria-level=""2"">11:30 AM &ndash; Eat</li>
<li aria-level=""2"">11:45&ndash;12:30 PM &ndash; Topic Discussion</li>
<li aria-level=""2"">12:30 PM &ndash; Hang out and Q&amp;A</li>
</ul>",Wesley Foundation,2025-10-21 15:30:00+00:00,2025-10-21 16:30:00+00:00,[]
Volunteer UCF,[],"<p>Volunteer UCF is excited to be hosting a service event with VoteRiders! Volunteers will be&nbsp;creating posters to inform members of our community about their voter eligibility, political rights, and why we should get more involved.&nbsp;</p>
<p><strong>Date:</strong>&nbsp;Tuesday, October 21st</p>
<p><strong>Time:</strong> 1:00 - 2:30pm</p>
<p><strong>Location:</strong> Trevor Colbourn Hall Room 151</p>
<p><span data-olk-copy-source=""MessageBody""><strong>Parking:</strong>&nbsp;Garage A or I</span></p>
<p>&nbsp;</p>
<p><strong>BEFORE&nbsp;</strong>attending<strong>:</strong></p>
<ul>
<li>Complete Volunteer UCF Covenant Not to Sue and Agreement to Hold Harmless Form on Knight Connect:&nbsp;<a href=""https://ucf.campuslabs.com/engage/submitter/form/start/686837"">https://ucf.campuslabs.com/engage/submitter/form/start/686837</a></li>
<li>Please join our GroupMe for updates:&nbsp;<a href=""https://groupme.com/join_group/110816773/13atUjHV"">https://groupme.com/join_group/110816773/13atUjHV</a></li>
</ul>
<p>&nbsp;</p>
<p>If you have any questions, please feel free to reach out at vucfcivic@ucf.edu.</p>
<p>We hope to see you there! :)</p>",Trevor Colbourn Hall Room 151,2025-10-21 17:00:00+00:00,2025-10-21 18:30:00+00:00,['Community Service']
Every Nation Campus,[],"<p>Join us every Tuesday at 2:30PM in front of Memory Mall Starbucks to pray for our campus!</p>
<p>Whether you&rsquo;re new to campus or a familiar face, come join us to meet new friends and ignite your faith! We can&rsquo;t wait to see you there!</p>",Memory Mall Starbucks,2025-10-21 18:30:00+00:00,2025-10-21 19:00:00+00:00,[]
Transfer Center,"['UCF Recreation and Wellness Center', 'Transfer Center']","<p>Get ready for an &ldquo;out of this world&rdquo; game night challenge!</p>
<p>Work with other students to solve various physical and mental challenges led by representatives from the RWC. Students will make friends, solve challenges, and learn how to work better with others while having fun.</p>
<p><strong><span style=""text-decoration: underline;"">Space is <em>limited</em> for this event</span>, <span style=""text-decoration: underline;"">and an RSVP is required</span>.</strong></p>
<p><em>Please be advised that this programming will involve quite a bit of light physical movement (walking, balancing, squatting, standing, etc.). If you have any health concerns that might limit safe participation, we kindly ask that you sit this one out and join us as a supporter instead. Everyone&rsquo;s safety and comfort are our top priority!</em></p>","UCF Transfer Center (Trevor Colbourn Hall, Suite 215)",2025-10-21 19:30:00+00:00,2025-10-21 21:30:00+00:00,[]
Pre-Professional Medical Society ,[],<p>Come help clean up a couple of ponds on campus to improve conditions for local wildlife and keep our community beautiful!</p>,Research 2,2025-10-21 20:30:00+00:00,2025-10-21 21:30:00+00:00,['Community Service']
Volunteer UCF,[],"<p>Volunteers will join us in making either general of Christmas themed cards for kids in the hospital setting. All card making materials will be provided for you, just come and have fun!&nbsp;</p>",Trevor Colbourn Hall,2025-10-21 21:30:00+00:00,2025-10-21 22:30:00+00:00,['Community Service']
Shantymen of the Knight,[],"<p>Weekly rehearsals to learn new tunes, review old ones, and hang out.</p>",Second Floor Practice Rooms: PAC - Music Building,2025-10-21 22:30:00+00:00,2025-10-22 00:00:00+00:00,[]
Knight-Thon,[],<p>Join us for a night of trivia and food at Burger U!&nbsp;</p>,Burger U,2025-10-21 22:00:00+00:00,2025-10-22 00:30:00+00:00,[]
Every Nation Campus,[],"<p>Join us every Tuesday at 7 PM on the 3rd floor of the Student Union in the Cape Florida Ballroom for an evening with Every Nation Campus!</p>
<p>Whether you&rsquo;re new to campus or a familiar face, come experience a night to meet new friends and ignite your faith! We can&rsquo;t wait to see you there!</p>",Cape FL Ballroom,2025-10-21 23:00:00+00:00,2025-10-22 00:30:00+00:00,[]
American Society of Mechanical Engineers,[],"<p>American Society of Mechanical Engineers (ASME) at UCF invites you to attend the ENGINEERING CAREER FAIR. ASME's goal is to provide students with a direct connection to their next career opportunity.&nbsp;</p>
<ul>
<li><strong>Date</strong>: Tuesday, October 21, 2025</li>
<li><strong>Time</strong>: 5:00PM - 9:00PM&nbsp;</li>
<li><strong>Location</strong>: Pegasus Ballroom, UCF Student Union</li>
</ul>
<p><strong>INDUSTRIES: THEMED ENTERTAINMENT// ENERGY // DEFENSE// MECHANICAL // ELECTRICAL,</strong>&nbsp;and more... An engineering-specific career fair that will span a variety of industries such as mechanical, electrical, civil, themed entertainment, energy, and more.&nbsp;</p>
<p>The career fair grants an excellent opportunity for students to connect with companies and to explore internship and career opportunities.&nbsp;</p>
<p>The ASME Engineering Career Fair will be&nbsp;<strong>open to all UCF students of any class standing</strong>,&nbsp;<strong>as well as recent graduates.&nbsp;</strong></p>
<p><strong><u>Employers include:&nbsp;</u></strong></p>
<ul>
<li>AOA</li>
<li>University of Tennessee Space Institute&nbsp;</li>
<li>Siemens Energy</li>
<li>Nassal</li>
<li>Duke Energy&nbsp;</li>
<li>NV5 Inc.</li>
<li>Florida Power &amp; Light</li>
<li>Vekoma Rides</li>
<li>Viable Engineering Solutions</li>
<li>LEAF Engineers</li>
<li>Ingenuity Engineers Inc.</li>
<li>Universal Creative</li>
<li>Disney</li>
<li>Roush</li>
<li>FormaWin</li>
<li>Cole Engineering Solutions</li>
<li>Lockheed Martin</li>
<li>Boeing</li>
</ul>",UCF Student Union,2025-10-21 21:00:00+00:00,2025-10-22 01:00:00+00:00,[]
Volunteer UCF,[],"<p>Join Volunteer UCF and HOPE Helps to provide meals for our community. Volunteers will be working in the food pantry, distributing and serving food.&nbsp;</p>
<p><strong>Date:&nbsp;</strong>Wednesday, October 22nd</p>
<p><strong>Time:</strong>&nbsp;8:15 am - 12:30 pm</p>
<p><strong>Location:</strong>&nbsp;812 Eyrie Drive, Oviedo, FL 32765</p>
<p><strong>Dress code:&nbsp;</strong><span data-olk-copy-source=""MessageBody"">Volunteers should wear closed-toe shoes and suitable clothing for inclement weather (e.g., rain jackets and sweaters). I suggest bringing a reusable water bottle.</span></p>
<p><strong>BEFORE&nbsp;</strong>attending:&nbsp;</p>
<div>1. Complete the Volunteer UCF Covenant Not to Sue and Agreement to Hold Harmless Form:&nbsp;<a href=""https://ucf.campuslabs.com/engage/submitter/form/start/686837"">https://ucf.campuslabs.com/engage/submitter/form/start/686837</a></div>
<div>&nbsp;</div>
<div>2. Please join the GroupMe for updates:&nbsp;<a href=""https://groupme.com/join_group/108262912/Wi5y3X9q"">https://groupme.com/join_group/108262912/Wi5y3X9q</a></div>
<div>&nbsp;</div>
<div>
<div>Questions? email&nbsp;vucfrelief@ucf.edu</div>
<div>We hope to see you there!</div>
</div>",HOPE Helps Inc. ,2025-10-22 12:15:00+00:00,2025-10-22 16:30:00+00:00,['Community Service']
Transfer Center,[],"<p data-renderer-start-pos=""1""><strong data-renderer-mark=""true"">Transfer Knights, we're SO happy you're here! Join us in the Student Union as we celebrate YOU during National Transfer Student Week!</strong></p>
<p data-renderer-start-pos=""1"">&nbsp;</p>
<p data-renderer-start-pos=""248"">Every year, the National Institute for the Study of Transfer Students (NISTS) organizes this celebration during the third whole week of October to recognize the achievements and contributions of transfer students across the country.</p>
<p data-renderer-start-pos=""482"">&nbsp;</p>
<p data-renderer-start-pos=""484"">At this event, you'll have the opportunity to connect with various departments, student organizations, and campus partners to discover the numerous services and opportunities available to you. Enjoy free food (while supplies last), a student DJ, a photo booth, and a chance to take a picture with Knightro!<br /><br /><span style=""text-decoration: underline;"">Open to all students.</span></p>",Student Union Atrium,2025-10-22 15:00:00+00:00,2025-10-22 18:00:00+00:00,[]
Knight-Thon,[],"<p>Come out to our Volleyball Tournament to close off Charge on Challenge! Join us for some volleyball, yard games and treats!&nbsp;</p>
<p>Registration information for teams can be found here: https://www.canva.com/design/DAG0gTQoYMc/ct9rVLo6IfHgkUQ-JJUAvQ/edit</p>
<p>&nbsp;</p>",Lake Claire,2025-10-22 20:30:00+00:00,2025-10-22 21:30:00+00:00,[]
Project Spotlight,[],"<p>Join us this Wednesday, September 17th at 4:30 pm in Rehearsal Room 1 of the PAC (Theatre side) as we kick off our Playwriting Club! 🤩</p>
<p>We&rsquo;ll be meeting weekly on Wednesdays at 4:30 pm and can&rsquo;t wait to get started! 💙🥳</p>
<p>Anyone is welcome, regardless or major or experience level! If you are interested in playwriting, this is the place for you! 🫶</p>",PAC Rehearsal Room 1,2025-10-22 20:30:00+00:00,2025-10-22 21:30:00+00:00,[]
